mouse_ID,date,channel,phase,window_start_s,resid_torus_pc1,resid_torus_pc2
ekez003,250830,19,immobile,736.0,1.6867398864431515,-1.740701979020718
ekez003,250830,19,sleep,2385.0,2.5987550321503017,-0.3625082566297668
ekez003,250830,19,sleep,2397.0,-0.2096245192898121,-0.2990560872346472
ekez003,250830,19,sleep,2409.0,2.909161313634379,2.8458216534211216
ekez003,250830,19,sleep,2421.0,2.234591564806084,-0.7038244496530887
ekez003,250830,19,sleep,2433.0,2.348495353324905,-0.9996556472486079
ekez003,250830,19,sleep,2445.0,1.969374350474091,0.28211120175222226
ekez003,250830,19,sleep,2459.0,1.961951206971002,-0.6564748715219486
ekez003,250830,19,sleep,2471.0,-2.972230628943835,-1.2100594626416041
ekez003,250830,19,sleep,2483.0,-2.4232169339952923,-0.018438325419052545
ekez003,250830,19,sleep,2495.0,2.7865195875510134,0.4217585512753243
ekez003,250830,19,sleep,2507.0,-0.4341839537245189,-0.11690524200713762
ekez003,250830,19,sleep,2519.0,1.979700109461429,0.08146893849236299
ekez003,250830,19,sleep,2531.0,-2.5422468835353063,-0.1349399297794398
ekez003,250830,19,sleep,2543.0,-2.363801084633371,0.12970923681007587
ekez003,250830,19,sleep,2555.0,2.4707964760642853,-0.6722361124168055
ekez003,250830,19,sleep,2567.0,2.403279530889701,-0.9131764308251447
ekez003,250830,19,sleep,2579.0,-2.5542957422257992,-0.6220027133536312
ekez003,250830,19,sleep,2591.0,2.5722159638597093,-1.934180007900542
ekez003,250830,19,sleep,2605.0,2.9921219417259994,-0.1525640066371352
ekez003,250830,19,sleep,2617.0,1.9447168466852973,-1.4094695724101622
ekez003,250830,19,sleep,2629.0,1.8852334213737478,5.159292979184967
ekez003,250830,19,sleep,2641.0,1.459848080426242,-2.1033592503645417
ekez003,250830,19,sleep,2653.0,-1.0004241685274666,-1.4113103343999467
ekez003,250830,19,sleep,2665.0,1.5710706673866264,8.701165103115695
ekez003,250906,12,mobile,782.0,-0.015087616513118376,0.2512300609966105
ekez003,250906,12,mobile,784.0,1.411332217110679,0.9650767705908342
ekez003,250906,12,mobile,786.0,0.8289864150506406,1.0341147207309844
ekez003,250906,12,mobile,788.0,0.8152888269726258,1.1422839271499683
ekez003,250906,12,mobile,790.0,-3.9527794982034385,0.2634692154810563
ekez003,250906,12,mobile,792.0,0.4198679299953259,1.021804267834051
ekez003,250906,12,mobile,794.0,0.5286846617193539,0.4810572218970084
ekez003,250906,12,mobile,796.0,-3.499559525671376,-2.3038952065631855
ekez003,250906,12,mobile,798.0,1.3480969851635127,-0.12230163179025257
ekez003,250906,12,mobile,800.0,0.7453455838150601,0.8922535692672974
ekez003,250906,12,mobile,802.0,0.8457139190173435,0.7031365600701205
ekez003,250906,12,mobile,804.0,-1.869653566562729,0.5954643882900398
ekez003,250906,12,mobile,806.0,0.22952175318174836,0.725993897391371
ekez003,250906,12,mobile,808.0,2.2131861522104836,-2.428321045053143
ekez003,250906,12,mobile,810.0,1.0850751270228536,0.5725192636732784
ekez003,250906,12,mobile,812.0,-3.450388572640601,-1.868701430195794
ekez003,250906,12,mobile,814.0,-3.0140523135844783,1.7274652940590118
ekez003,250906,12,mobile,816.0,0.3996720590976349,0.36313865146649477
ekez003,250906,12,mobile,818.0,-1.6503412507638522,-1.0630836027805548
ekez003,250906,12,mobile,820.0,-0.6590014709335862,0.6071305922117589
ekez003,250906,12,sleep,1263.0,2.7079948694428686,0.05516907001563916
ekez003,250906,12,sleep,1281.0,1.6345897753436753,-3.7334204251965692
ekez003,250906,12,sleep,1301.0,-2.756508369969149,1.2922728763584757
ekez003,250906,12,sleep,1319.0,1.8767791909448186,-0.11939039664960925
ekez003,250906,12,sleep,1337.0,-3.4505446553500394,-1.5145545291079314
ekez003,250906,12,sleep,1357.0,-0.7877117527565907,-1.46316530277153
ekez003,250906,12,sleep,1375.0,-3.2590159618438315,-1.507274141673601
ekez003,250906,12,sleep,1393.0,-3.465280343627703,0.6028399394577
ekez003,250906,12,sleep,1411.0,2.460140006225406,1.6987997511507937
ekez003,250906,12,sleep,1431.0,-0.6731762690831214,-0.05177102479688835
ekez003,250906,12,sleep,1449.0,0.07422633259487142,-0.41936988764237765
ekez003,250906,12,sleep,1467.0,-0.5079441219112191,-0.03731274848809203
ekez003,250906,12,sleep,1487.0,-3.0636383155388405,-1.3215277674803836
ekez003,250906,12,sleep,1505.0,-2.9156012880576623,-1.4678864521198345
ekez003,250906,12,sleep,1523.0,0.3211361771623131,1.5916444026832754
ekez003,250906,12,sleep,1543.0,2.179250674307605,-0.3853171870680015
ekez003,250906,12,sleep,1561.0,1.7597838806400268,-1.092603907282365
ekez003,250906,12,sleep,1579.0,-2.7892443915022764,-0.17137038523006778
ekez003,250906,12,sleep,1597.0,-3.465929856472479,-0.8027736835159512
ekez003,250906,12,sleep,1617.0,-0.6975531170188638,-0.7016707367858922
ekez003,250906,12,sleep,1635.0,1.9499147924678693,-1.2058462044769533
ekez003,250906,12,sleep,1653.0,-0.8687245805997417,-2.8446051793106686
ekez003,250906,12,sleep,1673.0,2.981954111580398,1.7858601734691697
ekez003,250906,12,sleep,1691.0,-2.546207254561664,0.3028705978704208
ekez003,250906,12,immobile,2042.0,1.7730891345815551,-1.2902186167736112
ekez003,250906,12,immobile,2044.0,-0.28467359378100615,-0.09092071187024597
ekez003,250906,12,immobile,2046.0,2.396896430742407,-1.8271365637955213
ekez003,250906,12,immobile,2048.0,-0.7375729763865004,2.258146411543723
ekez003,250906,12,immobile,2050.0,-2.977471417555311,-0.6235036323848427
ekez003,250906,12,immobile,2052.0,-2.709450474514163,0.5835980642548707
ekez003,250906,12,immobile,2054.0,-3.0288751746462492,-1.8652865729929349
ekez003,250906,12,immobile,2056.0,2.803415151222816,-0.9894537110574888
ekez003,250906,12,immobile,2058.0,-0.049627725609391896,-1.7319408157431264
ekez003,250906,19,mobile,782.0,0.4050633189497793,0.7696183762311195
ekez003,250906,19,mobile,784.0,1.6619214539996217,0.9010962205428864
ekez003,250906,19,mobile,786.0,1.1703957424803948,1.1393157677425167
ekez003,250906,19,mobile,788.0,1.0558451096214536,1.2656480064026054
ekez003,250906,19,mobile,790.0,1.225288500192892,1.0336909470764537
ekez003,250906,19,mobile,792.0,0.6483714477850152,1.219238829167508
ekez003,250906,19,mobile,794.0,0.34172855953379144,0.33468655844522494
ekez003,250906,19,mobile,796.0,1.9778261228536074,1.1203329796964743
ekez003,250906,19,mobile,798.0,1.7831001122621095,1.7139092915174656
ekez003,250906,19,mobile,800.0,0.8670621971671111,1.000968648254214
ekez003,250906,19,mobile,802.0,-3.022475498548595,14.845346653486075
ekez003,250906,19,mobile,804.0,-1.9949580659715418,-0.16088043951100464
ekez003,250906,19,mobile,806.0,0.2485151845278268,1.0175020456910882
ekez003,250906,19,mobile,808.0,1.9285086217022744,0.8874349007019284
ekez003,250906,19,mobile,810.0,-3.2059154073564318,-1.41371127797839
ekez003,250906,19,mobile,812.0,-2.6303186907280223,-2.471695632332182
ekez003,250906,19,mobile,814.0,2.0112360042316353,1.2589870510336358
ekez003,250906,19,mobile,816.0,-0.32186792660964814,-0.007592573858929595
ekez003,250906,19,mobile,818.0,-2.3821456987207017,0.3117482236078269
ekez003,250906,19,mobile,820.0,-0.8771353206722076,0.5023666378028416
ekez003,250906,19,sleep,1263.0,2.2610314871786863,-0.5383538192859683
ekez003,250906,19,sleep,1281.0,2.0681832289576887,-1.5646144459628846
ekez003,250906,19,sleep,1301.0,-3.3733801792685476,-1.2524032556647886
ekez003,250906,19,sleep,1319.0,2.037053884281249,0.11245188921201842
ekez003,250906,19,sleep,1337.0,-1.1622043362403571,-1.588413034975052
ekez003,250906,19,sleep,1357.0,-0.7116851123315281,-1.1215265373620014
ekez003,250906,19,sleep,1375.0,-3.54026070788813,-2.2739579715000153
ekez003,250906,19,sleep,1393.0,-3.1416377554650374,-0.026528892064365425
ekez003,250906,19,sleep,1411.0,-0.6100261433471301,1.1196631100847834
ekez003,250906,19,sleep,1431.0,-0.3811567680265047,-0.27185071058909055
ekez003,250906,19,sleep,1449.0,-0.2650897658332429,0.09291331688253023
ekez003,250906,19,sleep,1467.0,-2.766329747176033,-1.037970390682172
ekez003,250906,19,sleep,1487.0,1.9487080709117022,-2.615671127452741
ekez003,250906,19,sleep,1505.0,-0.3563804752403582,-2.0810182383707034
ekez003,250906,19,sleep,1523.0,0.1723612391636542,1.5888258766360113
ekez003,250906,19,sleep,1543.0,2.2282674101423665,1.9645793568268253
ekez003,250906,19,sleep,1561.0,1.5128354584466603,-1.3923138960622543
ekez003,250906,19,sleep,1579.0,-2.8812352170014917,-0.49529524762126975
ekez003,250906,19,sleep,1597.0,-3.2966260066008077,0.8562862918680778
ekez003,250906,19,sleep,1617.0,-0.990980035972497,-1.57633779471375
ekez003,250906,19,sleep,1635.0,1.7221659253919375,-2.4325609057417483
ekez003,250906,19,sleep,1653.0,-1.8374589949896878,-2.387015290288369
ekez003,250906,19,sleep,1673.0,-1.943292204251362,2.2881938014088505
ekez003,250906,19,sleep,1691.0,-3.032453177640285,-1.170850395744445
ekez003,250906,19,immobile,2042.0,1.7604700247777392,-1.152433041815764
ekez003,250906,19,immobile,2044.0,-0.48137787729077863,0.03977446226037802
ekez003,250906,19,immobile,2046.0,2.4244736198179457,-1.2875761860570871
ekez003,250906,19,immobile,2048.0,2.0154297843186377,0.19058787501268526
ekez003,250906,19,immobile,2050.0,-2.8068074243195253,0.7176420956070847
